data_column,label
sleep disturbance may take form either difficulty sleeping sleeping exces­ sively criterion a4,0
insomnia present typically takes form middle sonrmia ie waking night difficulty returning sleep terminal insomnia ie waking early unable return sleep,0
initial in­ somnia ie difficulty falling asleep may also occur,0
individuals present over­ sleeping hypersomnia may experience prolonged sleep episodes night increased daytime sleep,0
sometimes reason individual seeks treatment dis­ turbed sleep,0
psychomotor changes include agitation eg inability sit still pacing hand wringing pulling rubbing skin clothing objects retardation eg slowed speech thinking body movements increased pauses answering speech decreased volume inflection amount variety content muteness criterion a5,0
psychomotor agitation retardation must severe enough ob­ servable others represent merely subjective feelings,0
decreased energy tiredness fatigue common criterion a6,0
person may re­ port sustained fatigue without physical exertion,0
even smallest tasks seem require substantial effort,0
efficiency tasks accomplished may reduced,0
example individual may complain washing dressing morning ex­ hausting take twice long usual,0
sense worthlessness guilt associated major depressive episode may in­ clude unrealistic negative evaluations ones worth guilty preoccupations rumina­ tions minor past failings criterion a7,0
individuals often misinterpret neutral trivial daytoday events evidence personal defects exaggerated sense responsibility untoward events,0
sense worthlessness guilt may delu­ sional proportions eg individual convinced personally re­ sponsible world poverty,0
blaming oneself sick failing meet occupational inteφersonal responsibilities result depression common unless delusional considered sufficient meet criterion,0
many individuals report impaired ability think concentrate make even minor decisions criterion a8,0
may appear easily distracted complain memory diffi­ culties,0
engaged cognitively demanding pursuits often unable function,0
children precipitous drop grades may reflect poor concentration,0
elderly individ­ uals memory difficulties may chief complaint may mistaken early signs dementia pseudodementia,0
major depressive episode successfully treated memory problems often fully abate,0
however individuals particu­ larly elderly persons major depressive episode may sometimes initial presenta­ tion irreversible dementia,0
thoughts death suicidal ideation suicide attempts criterion a9 common,0
may range passive wish awaken morning belief others would better individual dead transient recurrent thoughts com­ mitting suicide specific suicide plan,0
severely suicidal individuals may put affairs order eg updated wills settled debts acquired needed materials eg rope gun chosen location time accomplish suicide,0
motivations suicide may include desire give face perceived insurmountable obstacles intense wish end perceived unending excruciatingly painful emo­ tional state inability foresee enjoyment life wish burden others,0
